,fecha,zona,cod,evento,tipoevento,unixtime,s_p,duracion,amplitudctas,frecuencia,energia,est,latitud,longitud,profundidad,magduracion,nfases,gap,distmedia,rms,erh,erz,calidad,nestaciones,ml,comp,idvolc,q,dr,tipoloc,idtipoevento,idevento,amplitud_ums,estacion,tiempo_origen,id_usuario,id_loc,ml_pre,software,etiqueta,distancia,direccion,idscnl,energia_full_waveform
443,2022-01-04 06:59:08.000035,2,9,220104_065908_29VT,VT,1641279548.35,1.05,22.51,,8.9,,252,-36.836167,-71.330833,2.86,0.0,13.0,151.0,2.5,0.03,0.2,0.2,B1,8.0,1.8,,21,,4.56,1.0,21,962,36.08,SHG,1641279546.64,29,300.0,1.8,apaweb,,5.4,ENE,229,
465,2022-01-04 10:31:47.000054,2,9,220104_103147_29VT,VT,1641292307.54,0.8,20.79,,6.87,,252,-36.834167,-71.338667,2.87,1.38,20.0,155.0,2.2,0.09,0.3,0.3,B1,10.0,1.8,,21,,5.82,1.0,21,1022,35.53,SHG,1641292305.95,53,92.0,1.9,apaweb,,5.1,NNE,229,
472,2022-01-04 10:38:22.000015,2,9,220104_103822_29VT,VT,1641292702.15,0.83,30.56,,6.77,,252,-36.846833,-71.347167,3.0,1.48,18.0,142.0,0.6,0.1,0.4,0.3,B1,10.0,2.8,,21,,70.54,1.0,21,1018,424.38,SHG,1641292700.79,53,85.0,3.0,apaweb,,3.5,ENE,229,
476,2022-01-04 10:41:12.000038,2,9,220104_104112_29VT,VT,1641292872.38,0.79,21.19,,1.36,,252,-36.838667,-71.336167,3.67,1.37,19.0,150.0,1.9,0.08,0.3,0.3,B1,10.0,1.8,,21,,12.28,1.0,21,1029,14.88,SHG,1641292870.84,53,94.0,2.0,apaweb,,4.9,ENE,229,
479,2022-01-04 10:51:00.000083,2,9,220104_105100_29VT,VT,1641293460.83,0.86,19.35,,5.43,,252,-36.834333,-71.337,3.26,1.28,19.0,155.0,2.3,0.06,0.2,0.4,B1,10.0,1.8,,21,,8.91,1.0,21,1033,43.01,SHG,1641293459.11,53,91.0,2.0,apaweb,,5.1,NNE,229,
513,2022-01-04 13:30:28.000066,2,9,220104_133028_29VT,VT,1641303028.66,0.69,25.61,,7.56,,252,-36.84,-71.334,3.46,1.43,19.0,148.0,2.0,0.08,0.3,0.5,B1,10.0,1.0,,21,,1.44,1.0,21,1065,9.67,SHG,1641303026.98,53,95.0,1.2,apaweb,,4.9,ENE,229,
518,2022-01-04 13:59:22.000021,2,9,220104_135922_29VT,VT,1641304762.21,0.76,18.36,,8.9,,252,-36.845333,-71.341167,3.83,1.05,17.0,143.0,1.1,0.18,0.7,0.5,C1,9.0,1.1,,21,,1.17,1.0,21,1070,9.29,SHG,1641304760.48,53,111.0,1.2,apaweb,,4.1,ENE,229,
531,2022-01-04 15:27:59.000040,2,9,220104_152759_29VT,VT,1641310079.4,1.19,23.83,,7.3,,252,-36.8425,-71.340333,3.87,1.27,20.0,146.0,1.4,0.13,0.5,0.4,B1,10.0,1.3,,21,,1.84,1.0,21,1110,11.93,SHG,1641310077.73,53,107.0,1.5,apaweb,,4.3,ENE,229,
567,2022-01-04 21:01:24.000074,2,9,220104_210124_29VT,VT,1641330084.74,0.62,25.34,,7.92,,252,-36.8465,-71.339667,2.82,1.41,19.0,142.0,1.1,0.18,0.6,0.5,C1,10.0,0.9,,21,,0.6,1.0,21,1155,4.19,SHG,1641330083.36,53,124.0,1.0,apaweb,,4.1,ENE,229,
571,2022-01-04 21:29:30.000031,2,9,220104_212930_29VT,VT,1641331770.31,0.87,32.56,,5.79,,252,-36.839667,-71.333333,3.83,1.5,19.0,148.0,2.0,0.05,0.2,0.2,B1,10.0,2.8,,21,,85.18,1.0,21,1159,438.22,SHG,1641331768.66,53,123.0,3.0,apaweb,,5.0,ENE,229,
579,2022-01-04 21:45:54.000082,2,9,220104_214554_29VT,VT,1641332754.82,1.18,4.16,,6.84,,252,-36.832833,-71.335333,2.86,0.0,10.0,156.0,2.5,0.03,0.2,0.2,B1,10.0,1.9,,21,,1.08,1.0,21,1166,6.56,SHG,1641332753.25,30,389.0,1.0,apaweb,,5.4,NNE,229,
585,2022-01-04 22:13:43.000036,2,9,220104_221343_29VT,VT,1641334423.36,0.94,41.18,,5.69,,252,-36.840167,-71.332167,3.91,1.7,20.0,147.0,2.1,0.08,0.4,0.3,B1,10.0,3.2,,21,,182.69,1.0,21,1173,924.36,SHG,1641334421.69,53,126.0,3.4,apaweb,,5.1,ENE,229,
595,2022-01-04 22:34:20.000080,2,9,220104_223420_29VT,VT,1641335660.8,1.2,22.19,,7.7,,252,-36.8415,-71.330333,3.79,1.45,14.0,146.0,2.1,0.02,0.2,0.1,B1,9.0,1.5,,21,,3.35,1.0,21,1184,22.94,SHG,1641335659.15,29,302.0,1.6,apaweb,,5.1,ENE,229,
598,2022-01-04 22:37:02.000008,2,9,220104_223702_29VT,VT,1641335822.08,1.05,20.69,,7.73,,252,-36.842,-71.33,3.72,1.58,14.0,145.0,2.1,0.04,0.3,0.2,B1,9.0,1.6,,21,,3.62,1.0,21,1187,24.88,SHG,1641335820.36,29,341.0,1.6,apaweb,,5.1,ENE,229,
603,2022-01-04 22:52:24.000032,2,9,220104_225224_29VT,VT,1641336744.32,1.3,26.14,,8.88,,252,-36.8375,-71.332167,3.84,1.69,15.0,150.0,2.3,0.05,0.3,0.2,B1,9.0,1.5,,21,,3.02,1.0,21,1191,23.82,SHG,1641336742.58,29,342.0,1.6,apaweb,,5.2,ENE,229,
604,2022-01-04 22:54:24.000044,2,9,220104_225424_29VT,VT,1641336864.44,1.29,24.13,,6.2,,252,-36.8365,-71.328167,3.27,1.65,13.0,151.0,2.6,0.04,0.2,0.3,B1,8.0,0.9,,21,,0.91,1.0,21,1192,5.01,SHG,1641336862.56,29,138.0,1.1,apaweb,,5.6,ENE,229,
612,2022-01-04 23:28:38.000044,2,9,220104_232838_29VT,VT,1641338918.44,1.1,24.24,,8.92,,252,-36.836167,-71.330333,2.86,1.65,13.0,151.0,2.5,0.04,0.3,0.3,B1,10.0,1.0,,21,,0.89,1.0,21,1201,7.09,SHG,1641338916.5,29,137.0,1.1,apaweb,,5.5,ENE,229,
618,2022-01-05 00:46:19.000094,2,9,220105_004619_29VT,VT,1641343579.94,1.04,25.5,,7.54,,252,-36.844833,-71.336833,3.11,1.63,14.0,164.0,1.4,0.06,0.3,0.4,B1,9.0,1.8,,21,,4.76,1.0,21,1209,31.85,SHG,1641343578.48,29,136.0,1.8,apaweb,,4.4,ENE,229,
627,2022-01-05 01:44:27.000055,2,9,220105_014427_29VT,VT,1641347067.55,1.15,18.91,,7.7,,252,-36.839667,-71.326667,2.32,1.49,13.0,147.0,2.5,0.22,1.0,1.9,C1,9.0,0.8,,21,,1.1,1.0,21,1222,7.51,SHG,1641347065.29,29,135.0,1.1,apaweb,,5.5,ENE,229,
628,2022-01-05 01:52:59.000014,2,9,220105_015259_29VT,VT,1641347579.14,0.85,18.05,,7.56,,252,-36.837667,-71.337833,4.18,1.69,12.0,178.0,1.9,0.06,0.4,0.7,B1,8.0,1.2,,21,,1.43,1.0,21,1224,9.59,SHG,1641347577.33,29,134.0,1.3,apaweb,,4.8,ENE,229,
629,2022-01-05 01:56:49.000000,2,9,220105_015649_29VT,VT,1641347809.0,0.71,32.78,,6.87,,252,-36.836833,-71.332333,3.61,1.85,12.0,176.0,2.3,0.06,0.4,0.5,B1,8.0,1.6,,21,,2.17,1.0,21,1225,13.22,SHG,1641347807.21,29,133.0,1.5,apaweb,,5.3,ENE,229,
634,2022-01-05 02:30:48.000066,2,9,220105_023048_29VT,VT,1641349848.66,1.04,20.95,,7.56,,252,-36.8385,-71.332667,3.77,1.69,12.0,173.0,2.2,0.07,0.7,0.7,B1,8.0,1.1,,21,,0.93,1.0,21,1291,6.28,SHG,1641349846.94,29,132.0,1.1,apaweb,,5.1,ENE,229,
640,2022-01-05 03:23:58.000031,2,9,220105_032358_29VT,VT,1641353038.31,1.24,17.16,,4.34,,252,-36.832333,-71.337333,2.89,1.53,15.0,157.0,2.4,0.06,0.2,0.2,B1,10.0,2.1,,21,,14.32,1.0,21,1335,55.26,SHG,1641353036.64,29,140.0,2.3,apaweb,,5.3,NNE,229,
641,2022-01-05 03:27:17.000002,2,9,220105_032717_29VT,VT,1641353237.02,1.2,20.81,,7.73,,252,-36.842333,-71.330667,3.67,1.76,13.0,145.0,2.1,0.07,0.5,0.4,B1,8.0,1.2,,21,,2.21,1.0,21,1344,15.21,SHG,1641353235.3,29,160.0,1.4,apaweb,,5.0,ENE,229,
643,2022-01-05 03:32:25.000065,2,9,220105_033225_29VT,VT,1641353545.65,1.22,19.05,,5.43,,252,-36.837667,-71.334333,3.97,1.58,15.0,150.0,2.1,0.04,0.2,0.1,B1,9.0,1.8,,21,,6.37,1.0,21,1347,30.74,SHG,1641353543.82,29,343.0,1.9,apaweb,,5.1,ENE,229,
644,2022-01-05 03:43:57.000018,2,9,220105_034357_29VT,VT,1641354237.18,1.06,22.85,,7.73,,252,-36.838833,-71.334667,3.88,1.53,16.0,149.0,2.0,0.04,0.2,0.2,B1,9.0,1.8,,21,,5.26,1.0,21,1349,36.14,SHG,1641354235.29,29,344.0,1.7,apaweb,,5.0,ENE,229,
653,2022-01-05 04:32:35.000038,2,9,220105_043235_29VT,VT,1641357155.38,1.21,26.91,,7.82,,252,-36.837,-71.340333,3.77,1.8,15.0,152.0,1.8,0.02,0.1,0.1,B1,9.0,2.0,,21,,9.85,1.0,21,1385,68.47,SHG,1641357153.75,29,345.0,2.1,apaweb,,4.7,NNE,229,
657,2022-01-05 05:10:33.000035,2,9,220105_051033_29VT,VT,1641359433.35,1.4,30.91,,5.43,,252,-36.826333,-71.3365,3.89,1.76,15.0,164.0,3.1,0.03,0.1,0.1,B1,9.0,1.8,,21,,5.78,1.0,21,1392,27.88,SHG,1641359431.51,29,422.0,1.8,apaweb,,5.8,NNE,229,
669,2022-01-05 06:04:23.000034,2,9,220105_060423_29VT,VT,1641362663.34,0.95,25.89,,7.11,,252,-36.859167,-71.365333,3.04,1.3,13.0,94.0,0.9,0.09,0.4,0.3,B1,10.0,1.3,,21,,5.6,1.0,21,1429,35.36,SHG,1641362662.37,29,423.0,1.8,apaweb,,1.4,ENE,229,
672,2022-01-05 07:10:55.000008,2,9,220105_071055_29VT,VT,1641366655.08,1.29,24.78,,5.81,,252,-36.840333,-71.335167,4.07,1.69,16.0,148.0,1.9,0.02,0.1,0.1,B1,10.0,2.6,,21,,49.8,1.0,21,1482,257.29,SHG,1641366653.36,29,424.0,2.8,apaweb,,4.8,ENE,229,
677,2022-01-05 07:40:14.000019,2,9,220105_074014_29VT,VT,1641368414.19,1.37,29.43,,5.41,,252,-36.841833,-71.331667,3.93,1.14,16.0,145.0,2.0,0.02,0.1,0.1,B1,9.0,1.7,,21,,5.1,1.0,21,1487,24.49,SHG,1641368412.57,29,426.0,1.8,apaweb,,5.0,ENE,229,
678,2022-01-05 07:54:06.000002,2,9,220105_075406_29VT,VT,1641369246.02,1.03,23.4,,7.68,,252,-36.838167,-71.331,3.44,1.3,15.0,149.0,2.3,0.09,0.4,0.4,B1,9.0,1.9,,21,,7.1,1.0,21,1488,48.48,SHG,1641369244.2,29,427.0,1.9,apaweb,,5.3,ENE,229,
683,2022-01-05 08:22:31.000052,2,9,220105_082231_29VT,VT,1641370951.52,1.4,25.21,,5.41,,252,-36.841,-71.331833,3.94,1.67,13.0,146.0,2.0,0.07,0.4,0.4,B1,8.0,1.8,,21,,7.45,1.0,21,1494,35.81,SHG,1641370949.87,29,159.0,2.0,apaweb,,5.0,ENE,229,
685,2022-01-05 08:43:52.000083,2,9,220105_084352_29VT,VT,1641372232.83,0.85,20.02,,5.41,,252,-36.835167,-71.334667,3.58,1.53,11.0,180.0,2.3,0.08,0.6,0.6,B1,7.0,1.7,,21,,7.27,1.0,21,1498,34.91,SHG,1641372230.89,29,158.0,1.9,apaweb,,5.2,ENE,229,
686,2022-01-05 08:46:19.000001,2,9,220105_084619_29VT,VT,1641372379.01,1.26,18.12,,5.43,,252,-36.837167,-71.331833,3.62,1.55,14.0,150.0,2.3,0.05,0.3,0.3,B1,10.0,1.4,,21,,3.32,1.0,21,1499,16.02,SHG,1641372377.42,29,157.0,1.5,apaweb,,5.3,ENE,229,
690,2022-01-05 09:07:01.000053,2,9,220105_090701_29VT,VT,1641373621.53,1.0,18.98,,5.41,,252,-36.839667,-71.331,3.78,1.65,15.0,148.0,2.2,0.04,0.3,0.2,B1,10.0,1.8,,21,,9.67,1.0,21,1504,46.44,SHG,1641373619.81,29,156.0,1.9,apaweb,,5.2,ENE,229,
691,2022-01-05 09:07:22.000048,2,9,220105_090722_29VT,VT,1641373642.48,1.1,27.49,,6.88,,252,-36.840333,-71.329833,3.87,1.88,15.0,147.0,2.2,0.06,0.4,0.3,B1,10.0,1.8,,21,,6.09,1.0,21,1505,37.22,SHG,1641373640.81,29,155.0,1.8,apaweb,,5.2,ENE,229,
692,2022-01-05 09:18:53.000093,2,9,220105_091853_29VT,VT,1641374333.93,0.89,17.13,,8.88,,252,-36.839667,-71.33,3.61,1.47,12.0,170.0,2.3,0.1,0.5,0.7,B1,8.0,0.9,,21,,0.65,1.0,21,1506,5.11,SHG,1641374331.6,29,154.0,1.1,apaweb,,5.2,ENE,229,
696,2022-01-05 09:29:19.000004,2,9,220105_092919_29VT,VT,1641374959.04,1.18,21.58,,8.35,,252,-36.8365,-71.3345,3.89,1.68,15.0,178.0,2.2,0.06,0.4,0.5,B1,9.0,1.4,,21,,1.69,1.0,21,1510,12.51,SHG,1641374957.37,29,153.0,1.4,apaweb,,5.1,ENE,229,
701,2022-01-05 09:33:03.000076,2,9,220105_093303_29VT,VT,1641375183.76,1.19,41.46,,5.45,,252,-36.839333,-71.3345,4.07,1.86,16.0,149.0,2.0,0.02,0.1,0.1,B1,10.0,2.0,,21,,14.59,1.0,21,1515,70.61,SHG,1641375182.1,29,152.0,2.2,apaweb,,4.9,ENE,229,
703,2022-01-05 09:37:30.000047,2,9,220105_093730_29VT,VT,1641375450.47,1.32,26.03,,5.41,,252,-36.8405,-71.3315,4.03,1.62,16.0,147.0,2.1,0.05,0.3,0.3,B1,10.0,1.8,,21,,7.9,1.0,21,1517,37.97,SHG,1641375448.81,29,151.0,1.9,apaweb,,5.1,ENE,229,
706,2022-01-05 10:26:58.000027,2,9,220105_102658_29VT,VT,1641378418.27,0.94,15.04,,5.46,,252,-36.8385,-71.3365,4.23,0.68,20.0,150.0,1.9,0.06,0.2,0.3,B1,10.0,1.2,,21,,2.73,1.0,21,1548,13.24,SHG,1641378416.57,53,169.0,1.4,apaweb,,4.9,ENE,229,
707,2022-01-05 10:27:18.000033,2,9,220105_102718_29VT,VT,1641378438.33,0.59,12.97,,5.46,,252,-36.844333,-71.3455,3.83,0.51,17.0,145.0,0.9,0.15,0.6,0.4,B1,9.0,0.9,,21,,1.07,1.0,21,1549,5.19,SHG,1641378436.66,53,176.0,1.1,apaweb,,3.8,ENE,229,
714,2022-01-05 11:14:25.000097,2,9,220105_111425_29VT,VT,1641381265.97,0.86,23.92,,8.88,,252,-36.845333,-71.3405,3.42,1.31,20.0,143.0,1.1,0.14,0.4,0.4,B1,10.0,1.5,,21,,5.06,1.0,21,1555,39.91,SHG,1641381264.38,53,165.0,1.8,apaweb,,4.1,ENE,229,
715,2022-01-05 11:18:37.000065,2,9,220105_111837_29VT,VT,1641381517.65,1.06,22.09,,7.13,,252,-36.836,-71.332667,2.63,1.23,20.0,152.0,2.4,0.09,0.4,0.4,B1,10.0,1.2,,21,,1.67,1.0,21,1556,10.59,SHG,1641381516.01,53,168.0,1.4,apaweb,,5.3,ENE,229,
720,2022-01-05 12:12:41.000022,2,9,220105_121241_29VT,VT,1641384761.22,0.55,12.18,,8.76,,252,-36.841833,-71.326667,3.87,0.78,17.0,144.0,2.4,0.1,0.5,0.4,B1,9.0,0.8,,21,,1.04,1.0,21,1566,8.09,SHG,1641384758.82,53,170.0,1.1,apaweb,,5.4,ENE,229,
732,2022-01-05 12:28:28.000076,2,9,220105_122828_29VT,VT,1641385708.76,0.91,31.96,,4.28,,252,-36.835333,-71.336,3.01,1.57,20.0,153.0,2.2,0.08,0.3,0.5,B1,10.0,3.0,,21,,113.86,1.0,21,1545,433.28,SHG,1641385707.1,53,163.0,3.1,apaweb,,5.1,ENE,229,
733,2022-01-05 12:30:04.000011,2,9,220105_123004_29VT,VT,1641385804.11,0.8,12.78,,6.13,,252,-36.8295,-71.335,2.37,1.01,18.0,160.0,2.8,0.04,0.1,0.4,B1,9.0,1.0,,21,,1.1,1.0,21,1578,6.01,SHG,1641385802.39,53,172.0,1.1,apaweb,,5.7,NNE,229,
734,2022-01-05 12:33:31.000090,2,9,220105_123331_29VT,VT,1641386011.9,0.95,12.5,,6.75,,252,-36.831833,-71.337,2.87,0.82,16.0,157.0,2.5,0.09,0.4,0.3,B1,9.0,0.9,,21,,0.85,1.0,21,1579,5.08,SHG,1641386010.53,53,177.0,0.9,apaweb,,5.3,NNE,229,
735,2022-01-05 12:46:26.000013,2,9,220105_124626_29VT,VT,1641386786.13,0.8,23.45,,6.79,,252,-36.853167,-71.340833,2.93,1.32,20.0,135.0,0.9,0.12,0.4,0.3,B1,10.0,2.6,,21,,34.09,1.0,21,1580,205.81,SHG,1641386784.72,53,164.0,2.7,apaweb,,3.6,ENE,229,
736,2022-01-05 12:47:17.000069,2,9,220105_124717_29VT,VT,1641386837.69,0.75,18.87,,7.2,,252,-36.834333,-71.336,2.86,1.14,19.0,155.0,2.3,0.03,0.2,0.2,B1,10.0,1.0,,21,,1.15,1.0,21,1581,7.33,SHG,1641386835.96,53,173.0,1.2,apaweb,,5.2,NE,229,
742,2022-01-05 13:16:36.000035,2,9,220105_131636_29VT,VT,1641388596.35,1.03,19.37,,5.84,,252,-36.839333,-71.329833,3.32,0.88,19.0,148.0,2.3,0.07,0.2,0.4,B1,10.0,0.9,,21,,1.22,1.0,21,1586,6.32,SHG,1641388594.65,53,174.0,1.1,apaweb,,5.3,ENE,229,
745,2022-01-05 14:09:14.000024,2,9,220105_140914_29VT,VT,1641391754.24,0.74,38.46,,7.96,,252,-36.837667,-71.332167,3.92,1.6,19.0,150.0,2.2,0.06,0.3,0.3,B1,10.0,2.1,,21,,12.62,1.0,21,1603,89.22,SHG,1641391752.59,53,167.0,2.2,apaweb,,5.2,ENE,229,
749,2022-01-05 14:15:52.000059,2,9,220105_141552_29VT,VT,1641392152.59,0.81,16.25,,6.75,,252,-36.839167,-71.3335,3.47,0.83,20.0,149.0,2.1,0.04,0.1,0.2,B1,10.0,1.2,,21,,1.44,1.0,21,1605,8.66,SHG,1641392150.96,53,171.0,1.3,apaweb,,5.0,ENE,229,
756,2022-01-05 14:49:10.000090,2,9,220105_144910_29VT,VT,1641394150.9,0.8,17.93,,5.48,,252,-36.8375,-71.332333,3.23,1.21,19.0,150.0,2.2,0.05,0.2,0.3,B1,10.0,1.3,,21,,2.65,1.0,21,1616,12.9,SHG,1641394149.23,53,166.0,1.5,apaweb,,5.2,ENE,229,
757,2022-01-05 14:58:15.000014,2,9,220105_145815_29VT,VT,1641394695.14,1.02,16.65,,7.13,,252,-36.844833,-71.331333,3.73,0.92,14.0,142.0,1.9,0.07,0.5,0.3,B1,7.0,0.8,,21,,0.89,1.0,21,1617,5.65,SHG,1641394693.46,53,178.0,1.1,apaweb,,4.8,ENE,229,
759,2022-01-05 15:36:33.000016,2,9,220105_153633_29VT,VT,1641396993.16,0.55,10.61,,8.66,,252,-36.857167,-71.405667,2.38,0.75,6.0,295.0,1.8,0.01,0.2,0.2,C1,3.0,1.3,,21,,1.03,1.0,21,1629,7.92,SHG,1641396992.2,53,175.0,1.1,apaweb,,2.7,ONO,229,
776,2022-01-05 17:42:42.000000,2,9,220105_174242_29VT,VT,1641404562.0,1.02,25.93,,5.22,,252,-36.8365,-71.335333,3.22,1.49,15.0,152.0,2.2,0.04,0.2,0.3,B1,10.0,2.0,,21,,9.71,1.0,21,1670,45.0,SHG,1641404560.29,53,429.0,2.2,apaweb,,5.1,ENE,229,
796,2022-01-05 20:40:21.000088,2,9,220105_204021_29VT,VT,1641415221.88,1.1,29.2,,5.36,,252,-36.8425,-71.337833,3.78,1.33,19.0,146.0,1.5,0.08,0.3,0.2,B1,10.0,2.8,,21,,63.26,1.0,21,1751,301.27,SHG,1641415220.27,53,180.0,2.9,apaweb,,4.5,ENE,229,
806,2022-01-05 21:25:43.000088,2,9,220105_212543_29VT,VT,1641417943.88,1.28,23.76,,5.41,,252,-36.834167,-71.336,3.06,1.3,20.0,155.0,2.3,0.05,0.1,0.3,B1,10.0,2.6,,21,,53.69,1.0,21,1775,257.96,SHG,1641417942.2,53,187.0,2.9,apaweb,,5.2,NE,229,
810,2022-01-05 21:28:54.000064,2,9,220105_212854_29HB,HB,1641418134.64,1.18,27.08,,1.34,,252,-36.838333,-71.333333,3.27,1.27,19.0,150.0,2.1,0.07,0.2,0.4,B1,10.0,3.6,,21,,797.65,1.0,7,1772,949.65,SHG,1641418132.92,53,183.0,3.8,apaweb,,5.1,ENE,229,
811,2022-01-05 21:29:32.000021,2,9,220105_212932_29VT,VT,1641418172.21,1.26,21.49,,6.75,,252,-36.8365,-71.339333,3.38,1.08,13.0,181.0,1.9,0.03,0.2,0.2,C1,8.0,2.0,,21,,11.29,1.0,21,1778,67.69,SHG,1641418170.5,53,432.0,2.1,apaweb,,4.8,NE,229,
813,2022-01-05 21:32:45.000019,2,9,220105_213245_29VT,VT,1641418365.19,1.1,18.18,,5.46,,252,-36.837667,-71.335,3.51,1.49,13.0,151.0,2.1,0.04,0.2,0.3,B1,10.0,1.8,,21,,4.83,1.0,21,1802,23.39,SHG,1641418363.47,53,434.0,1.8,apaweb,,5.0,ENE,229,
815,2022-01-05 21:35:28.000044,2,9,220105_213528_29VT,VT,1641418528.44,0.76,22.4,,6.77,,252,-36.836167,-71.340667,3.45,1.62,14.0,153.0,1.9,0.03,0.1,0.2,B1,10.0,1.6,,21,,2.8,1.0,21,1804,16.83,SHG,1641418526.86,53,457.0,1.5,apaweb,,4.8,NNE,229,
826,2022-01-05 22:46:55.000075,2,9,220105_224655_29VT,VT,1641422815.75,1.33,27.34,,6.13,,252,-36.837167,-71.338167,3.27,1.69,15.0,152.0,1.9,0.03,0.1,0.2,B1,10.0,1.8,,21,,5.8,1.0,21,1819,31.56,SHG,1641422814.1,29,435.0,1.8,apaweb,,4.9,ENE,229,
834,2022-01-05 23:20:30.000012,2,9,220105_232030_29VT,VT,1641424830.12,1.39,29.52,,5.65,,252,-36.821167,-71.401667,3.21,1.84,12.0,232.0,4.0,0.07,0.6,0.8,C1,8.0,1.0,,21,,1.41,1.0,21,1827,7.05,SHG,1641424828.4,29,196.0,1.3,apaweb,,5.5,NNO,229,
839,2022-01-05 23:40:14.000034,2,9,220105_234014_29VT,VT,1641426014.34,1.11,25.7,,4.31,,252,-36.832333,-71.335667,3.17,1.81,15.0,185.0,2.5,0.07,0.4,0.5,C1,9.0,1.6,,21,,2.57,1.0,21,1832,9.83,SHG,1641426012.64,29,193.0,1.6,apaweb,,5.4,NNE,229,
845,2022-01-05 23:58:30.000099,2,9,220105_235830_29VT,VT,1641427110.99,1.24,22.81,,7.73,,252,-36.841667,-71.332833,3.93,1.67,16.0,146.0,1.9,0.05,0.4,0.3,B1,10.0,1.0,,21,,1.04,1.0,21,1840,7.11,SHG,1641427109.44,29,192.0,1.1,apaweb,,4.9,ENE,229,
846,2022-01-06 00:09:16.000036,2,9,220106_000916_29VT,VT,1641427756.36,1.1,25.73,,7.23,,252,-36.834,-71.339667,3.03,1.75,15.0,156.0,2.2,0.03,0.1,0.2,B1,10.0,1.8,,21,,9.32,1.0,21,1842,59.85,SHG,1641427754.69,29,191.0,2.0,apaweb,,5.0,NNE,229,
856,2022-01-06 01:54:57.000056,2,9,220106_015457_29VT,VT,1641434097.56,1.21,29.53,,6.77,,252,-36.8355,-71.334,2.83,1.78,16.0,179.0,2.3,0.09,0.5,0.7,B1,9.0,1.1,,21,,1.1,1.0,21,1889,6.6,SHG,1641434095.88,29,216.0,1.1,apaweb,,5.3,ENE,229,
859,2022-01-06 02:34:32.000058,2,9,220106_023432_29VT,VT,1641436472.58,1.03,34.0,,5.81,,252,-36.842,-71.329333,3.69,1.9,13.0,145.0,2.2,0.08,0.6,0.5,B1,9.0,1.1,,21,,1.39,1.0,21,1893,7.16,SHG,1641436471.1,29,217.0,1.2,apaweb,,5.1,ENE,229,
860,2022-01-06 02:35:56.000064,2,9,220106_023556_29VT,VT,1641436556.64,1.33,19.99,,5.81,,252,-36.835,-71.333833,3.78,1.6,16.0,153.0,2.4,0.06,0.4,0.3,B1,10.0,2.5,,21,,38.88,1.0,21,1892,200.86,SHG,1641436554.97,29,198.0,2.7,apaweb,,5.3,ENE,229,
861,2022-01-06 02:37:29.000084,2,9,220106_023729_29VT,VT,1641436649.84,1.16,24.76,,7.73,,252,-36.842,-71.3315,3.77,1.55,16.0,145.0,2.0,0.05,0.3,0.2,B1,9.0,1.3,,21,,2.25,1.0,21,1894,15.45,SHG,1641436648.2,29,218.0,1.4,apaweb,,5.0,ENE,229,
868,2022-01-06 06:01:37.000087,2,9,220106_060137_29VT,VT,1641448897.87,1.21,28.12,,6.68,,252,-36.838167,-71.328,2.64,1.73,15.0,149.0,2.5,0.11,0.9,0.7,B1,9.0,1.1,,21,,1.05,1.0,21,2017,6.21,SHG,1641448896.25,29,223.0,1.2,apaweb,,5.5,ENE,229,
872,2022-01-06 06:41:37.000094,2,9,220106_064137_29VT,VT,1641451297.94,1.21,14.44,,6.6,,252,-36.842,-71.328167,3.98,1.45,14.0,145.0,2.3,0.05,0.4,0.3,B1,9.0,1.7,,21,,3.46,1.0,21,2087,20.31,SHG,1641451296.2,29,224.0,1.7,apaweb,,5.2,ENE,229,
874,2022-01-06 06:42:41.000008,2,9,220106_064241_29VT,VT,1641451361.08,1.21,29.26,,5.86,,252,-36.840833,-71.329833,3.57,1.91,15.0,146.0,2.2,0.06,0.3,0.5,B1,10.0,1.4,,21,,2.62,1.0,21,2089,13.63,SHG,1641451359.45,29,225.0,1.5,apaweb,,5.2,ENE,229,
875,2022-01-06 06:53:37.000085,2,9,220106_065337_29VT,VT,1641452017.85,1.16,25.77,,6.01,,252,-36.839,-71.3295,4.09,1.75,15.0,148.0,2.3,0.08,0.5,0.7,B1,9.0,1.4,,21,,2.19,1.0,21,2090,11.67,SHG,1641452016.24,29,226.0,1.5,apaweb,,5.3,ENE,229,
876,2022-01-06 07:18:04.000037,2,9,220106_071804_29VT,VT,1641453484.37,1.2,25.53,,6.68,,252,-36.8345,-71.335167,2.51,1.69,16.0,154.0,2.3,0.2,0.7,0.8,C1,9.0,1.0,,21,,0.66,1.0,21,2091,3.94,SHG,1641453482.87,29,227.0,1.0,apaweb,,5.3,ENE,229,
877,2022-01-06 07:47:36.000048,2,9,220106_074736_29VT,VT,1641455256.48,1.28,28.04,,6.68,,252,-36.829167,-71.336667,2.11,1.59,15.0,160.0,2.8,0.24,0.8,1.6,C1,9.0,1.2,,21,,0.89,1.0,21,2092,5.29,SHG,1641455255.0,29,228.0,1.1,apaweb,,5.6,NNE,229,
887,2022-01-06 10:28:43.000016,2,9,220106_102843_29VT,VT,1641464923.16,1.29,7.2,,6.7,,252,-36.841167,-71.3295,4.06,-0.21,11.0,167.0,2.2,0.02,0.2,0.2,B1,7.0,1.1,,21,,0.57,1.0,21,2268,3.37,SHG,1641464921.44,30,237.0,0.9,apaweb,,5.2,ENE,229,
